OE,Produkt,Teilprodukt,"Aufwand/
Ertrag",ILV,Kostenartengruppe,2014,2015,2016,2017,Abweichung 2016-2015,Abweichung 2017-2016
,,,,,18   Transferaufwendungen, -      ,-21000,-21700,-22400,-700,-700
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-10503.28,-13338.32,-13339.28,-2835.04,-0.96
,,,Ertrag,,, -      ,2911.12,2234.28,340.08,-676.84,-1894.2
,,,,nein,, -      ,2911.12,2234.28,340.08,-676.84,-1894.2
,,,,,11   sonstige ordentliche Erträge, -      , -      ,2234.28,340.08,2234.28,-1894.2
,,,,,14   Aufwendungen für Versorgung, -      ,2911.12, -      , -      ,-2911.12, -      
,,1.100.1.1.1.44.02  Koordinierungstelle Flüchtlingsarbeit,,,, -      ,-144089.36,-417227.72,-429481.48,-273138.36,-12253.76
,,,Aufwand,,, -      ,-144089.36,-419462,-429821.56,-275372.64,-10359.56
,,,,nein,, -      ,-144089.36,-419462,-429821.56,-275372.64,-10359.56
,,,,,13   Aufwendungen für aktives Personal, -      ,-57383.16,-91552.68,-92135.56,-34169.52,-582.88
,,,,,14   Aufwendungen für Versorgung, -      , -      ,-4717.44,-5148.72,-4717.44,-431.28
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,-200,-1000,-1000,-800, -      
,,,,,16   Abschreibungen, -      ,-302.52,-253.56,-198,48.96,55.56
,,,,,18   Transferaufwendungen, -      ,-80700,-313500,-322900,-232800,-9400
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-5503.68,-8438.32,-8439.28,-2934.64,-0.96
,,,Ertrag,,, -      , -      ,2234.28,340.08,2234.28,-1894.2
,,,,nein,, -      , -      ,2234.28,340.08,2234.28,-1894.2
,,,,,11   sonstige ordentliche Erträge, -      , -      ,2234.28,340.08,2234.28,-1894.2
,,1.100.1.1.1.44.03  Fachkoord.Migration & Teilhabe,,,, -      ,-5267.72,-73727.72,-76581.48,-68460,-2853.76
,,,Aufwand,,, -      ,-35267.72,-105962,-106921.56,-70694.28,-959.56
,,,,nein,, -      ,-35267.72,-105962,-106921.56,-70694.28,-959.56
,,,,,13   Aufwendungen für aktives Personal, -      ,-28489.84,-91552.68,-92135.56,-63062.84,-582.88
,,,,,14   Aufwendungen für Versorgung, -      , -      ,-4717.44,-5148.72,-4717.44,-431.28
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,-1000,-1000,-1000, -      , -      
,,,,,16   Abschreibungen, -      ,-302.52,-253.56,-198,48.96,55.56
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-5475.36,-8438.32,-8439.28,-2962.96,-0.96
,,,Ertrag,,, -      ,30000,32234.28,30340.08,2234.28,-1894.2
,,,,nein,, -      ,30000,32234.28,30340.08,2234.28,-1894.2
,,,,,  2   Zuwendungen und allgemeine Umlagen, -      ,30000,30000,30000, -      , -      
,,,,,11   sonstige ordentliche Erträge, -      , -      ,2234.28,340.08,2234.28,-1894.2
,,1.100.1.1.1.44.04  Büro für Integration,,,, -      ,-135385.96,-107817.72,-110671.4,27568.24,-2853.68
,,,Aufwand,,, -      ,-135385.96,-110051.76,-111011.24,25334.2,-959.48
,,,,nein,, -      ,-135385.96,-110051.76,-111011.24,25334.2,-959.48
,,,,,13   Aufwendungen für aktives Personal, -      ,-124424.88,-91552.72,-92135.52,32872.16,-582.8
,,,,,14   Aufwendungen für Versorgung, -      , -      ,-4717.32,-5148.48,-4717.32,-431.16
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,-3500,-3500,-3500, -      , -      
,,,,,16   Abschreibungen, -      ,-302.44,-253.32,-198,49.12,55.32
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-7158.64,-10028.4,-10029.24,-2869.76,-0.84
,,,Ertrag,,, -      , -      ,2234.04,339.84,2234.04,-1894.2
,,,,nein,, -      , -      ,2234.04,339.84,2234.04,-1894.2
,,,,,11   sonstige ordentliche Erträge, -      , -      ,2234.04,339.84,2234.04,-1894.2
,1.100.1.1.1.45  Bürgerservice,,,,,-1113.66,-317199.48,-299327.53,-306056.92,17871.95,-6729.39
,,1.100.1.1.1.45.01  Bürgerberatung,,,, -      ,-160659.2,-95718.53,-97972.88,64940.67,-2254.35
,,,Aufwand,,, -      ,-165659.2,-102473.65,-103240.36,63185.55,-766.71
,,,,nein,, -      ,-165659.2,-102473.65,-103240.36,63185.55,-766.71
,,,,,13   Aufwendungen für aktives Personal, -      ,-129964.08,-71045.52,-71480.04,58918.56,-434.52
,,,,,14   Aufwendungen für Versorgung, -      ,-5879.6,-3705.81,-4050.72,2173.79,-344.91
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,-3000,-3100,-3100,-100, -      
,,,,,16   Abschreibungen, -      ,-600,-834,-820.56,-234,13.44
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-26215.52,-23788.32,-23789.04,2427.2,-0.72
,,,Ertrag,,, -      ,5000,6755.12,5267.48,1755.12,-1487.64
,,,,nein,, -      ,5000,6755.12,5267.48,1755.12,-1487.64
,,,,,  6   privatrechtliche Entgelte, -      ,5000,5000,5000, -      , -      
,,,,,11   sonstige ordentliche Erträge, -      , -      ,1755.12,267.48,1755.12,-1487.64
,,1.100.1.1.1.45.02  Freiwilligenagentur,,,,-1113.66,-156540.28,-203609,-208084.04,-47068.72,-4475.04
,,,Aufwand,,,-1113.66,-156540.28,-205364.12,-208351.52,-48823.84,-2987.4
,,,,nein,,-1113.66,-156540.28,-205364.12,-208351.52,-48823.84,-2987.4
,,,,,  2   Zuwendungen und allgemeine Umlagen,-1113.66, -      , -      , -      , -      , -      
,,,,,13   Aufwendungen für aktives Personal, -      ,-113351.8,-161316.44,-163970.6,-47964.64,-2654.16
,,,,,14   Aufwendungen für Versorgung, -      ,-5879.52,-3705.72,-4050.72,2173.8,-345
,,,,,15   Aufwendungen für Sach-/Dienstleistungen, -      ,-6100,-6100,-6100, -      , -      
,,,,,16   Abschreibungen, -      ,-600,-834,-820.44,-234,13.56
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-30608.96,-33407.96,-33409.76,-2799,-1.8
,,,Ertrag,,, -      , -      ,1755.12,267.48,1755.12,-1487.64
,,,,nein,, -      , -      ,1755.12,267.48,1755.12,-1487.64
,,,,,11   sonstige ordentliche Erträge, -      , -      ,1755.12,267.48,1755.12,-1487.64
,1.100.1.2.2.13  Leistungen nach dem Nds. SOG,,,,,-251684.33,-377273.04,-330934.16,-367209.92,46338.88,-36275.76
,,1.100.1.2.2.13.01  Unterbringungen nach dem Nds. SOG,,,,-99772.13,-118412.76,-121173.92,-128191.64,-2761.16,-7017.72
,,,Aufwand,,,-100645.24,-123414.8,-131094.76,-133934.08,-7679.96,-2839.32
,,,,nein,,-100645.24,-123414.8,-131094.76,-133934.08,-7679.96,-2839.32
,,,,,13   Aufwendungen für aktives Personal,-84614.39,-102055.28,-110059.88,-109728.12,-8004.6,331.76
,,,,,14   Aufwendungen für Versorgung,-462.85,-9445.76,-9014.28,-9791.76,431.48,-777.48
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-52.24,-1090.12,-1088.44,-1088.44,1.68, -      
,,,,,16   Abschreibungen,-7859.08,-633.72,-392.4,-324.48,241.32,67.92
,,,,,18   Transferaufwendungen, -      , -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-6957.43,-10189.92,-10539.76,-13001.28,-349.84,-2461.52
,,,,,24   außerordentliche Aufwendungen,-699.25, -      , -      , -      , -      , -      
,,,Ertrag,,,873.11,5002.04,9920.84,5742.44,4918.8,-4178.4
,,,,nein,,873.11,5002.04,9920.84,5742.44,4918.8,-4178.4
,,,,,  3   Auflösungserträge aus Sonderposten,4.17,2.04,0.84,0.84,-1.2, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,615.24,5000,5000,5000, -      , -      
,,,,,11   sonstige ordentliche Erträge,251.48, -      ,4920,741.6,4920,-4178.4
,,,,,23   außerordentliche Erträge,2.22, -      , -      , -      , -      , -      
,,1.100.1.2.2.13.02  Bestattungen nach dem Nds.BestattG,,,,-151912.2,-258860.28,-209760.24,-239018.28,49100.04,-29258.04
,,,Aufwand,,,-316258.56,-358861.48,-389756.56,-414775.48,-30895.08,-25018.92
,,,,nein,,-316258.56,-358861.48,-389756.56,-414775.48,-30895.08,-25018.92
,,,,,13   Aufwendungen für aktives Personal,-38014.46,-42313.2,-48574.8,-46313.72,-6261.6,2261.08
,,,,,14   Aufwendungen für Versorgung,-6276.67,-10147.12,-9723.84,-10596.12,423.28,-872.28
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-260611.4,-300053.04,-325051.96,-350051.96,-24998.92,-25000
,,,,,16   Abschreibungen,-3114.45,-372.84,-230.88,-190.8,141.96,40.08
,,,,,18   Transferaufwendungen, -      , -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-4057.58,-5975.28,-6175.08,-7622.88,-199.8,-1447.8
,,,,,24   außerordentliche Aufwendungen,-4184, -      , -      , -      , -      , -      
,,,Ertrag,,,164346.36,100001.2,179996.32,175757.2,79995.12,-4239.12
,,,,nein,,164346.36,100001.2,179996.32,175757.2,79995.12,-4239.12
,,,,,  3   Auflösungserträge aus Sonderposten,2.43,1.2,0.48,0.48,-0.72, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,162837.9,100000,175000,175000,75000, -      
,,,,,11   sonstige ordentliche Erträge,1504.73, -      ,4995.84,756.72,4995.84,-4239.12
,,,,,23   außerordentliche Erträge,1.3, -      , -      , -      , -      , -      
,1.100.3.1.1  Grundversorgung und Hilfen nach SGB XII,,,,,-14645467.19,-15753960,-16801250,-19297410,-1047290,-2496160
,,1.100.3.1.1.05  Pauschale des Landes f.Flüchtlinge,,,,20762,4300,5000,5000,700, -      
,,,Ertrag,,,20762,4300,5000,5000,700, -      
,,,,nein,,20762,4300,5000,5000,700, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,20762,4300,5000,5000,700, -      
,,1.100.3.1.1.1  Hilfe zum Lebensunterhalt SGB XII,,,,-2736750.18,-3310660,-3336450,-3416850,-25790,-80400
,,,Aufwand,,,-2986356.61,-3553660,-3866450,-3950350,-312790,-83900
,,,,nein,,-2986356.61,-3553660,-3866450,-3950350,-312790,-83900
,,,,,  4   sonstige Transfererträge, -      , -      , -      , -      , -      , -      
,,,,,16   Abschreibungen,-11048, -      , -      , -      , -      , -      
,,,,,18   Transferaufwendungen,-2974745.66,-3553660,-3866450,-3950350,-312790,-83900
,,,,,19   sonstige ordentliche Aufwendungen,-562.95, -      , -      , -      , -      , -      
,,,Ertrag,,,249606.43,243000,530000,533500,287000,3500
,,,,nein,,249606.43,243000,530000,533500,287000,3500
,,,,,  4   sonstige Transfererträge,248086.75,243000,530000,533500,287000,3500
,,,,,  7   Kostenerstattungen und Kostenumlagen,1519.68, -      , -      , -      , -      , -      
,,1.100.3.1.1.2  Hilfe zur Pflege,,,,-8826418.07,-9680600,-9653400,-10050660,27200,-397260
,,,Aufwand,,,-9291321.57,-10041700,-10027000,-10401760,14700,-374760
,,,,nein,,-9291321.57,-10041700,-10027000,-10401760,14700,-374760
,,,,,18   Transferaufwendungen,-9291321.37,-10041700,-10027000,-10401760,14700,-374760
,,,,,19   sonstige ordentliche Aufwendungen,-0.2, -      , -      , -      , -      , -      
,,,Ertrag,,,464903.5,361100,373600,351100,12500,-22500
,,,,nein,,464903.5,361100,373600,351100,12500,-22500
,,,,,  4   sonstige Transfererträge,464828.5,361100,373600,351100,12500,-22500
,,,,,18   Transferaufwendungen,75, -      , -      , -      , -      , -      
,,1.100.3.1.1.3  Eingliederungshilfe f.behind. Menschen,,,,-39842350.31,-41584500,-44836900,-46683400,-3252400,-1846500
,,,Aufwand,,,-43532917.45,-45497700,-46243700,-48148700,-746000,-1905000
,,,,nein,,-43532917.45,-45497700,-46243700,-48148700,-746000,-1905000
,,,,,11   sonstige ordentliche Erträge, -      , -      , -      , -      , -      , -      
,,,,,16   Abschreibungen,-619.47, -      , -      , -      , -      , -      
,,,,,18   Transferaufwendungen,-43532278.13,-45497700,-46243700,-48148700,-746000,-1905000
,,,,,19   sonstige ordentliche Aufwendungen,-19.85, -      , -      , -      , -      , -      
,,,Ertrag,,,3690567.14,3913200,1406800,1465300,-2506400,58500
,,,,nein,,3690567.14,3913200,1406800,1465300,-2506400,58500
,,,,,  4   sonstige Transfererträge,3590506.7,3808500,1267500,1326000,-2541000,58500
,,,,,  7   Kostenerstattungen und Kostenumlagen,51870.62,104700,139300,139300,34600, -      
,,,,,18   Transferaufwendungen,22220.82, -      , -      , -      , -      , -      
,,,,,23   außerordentliche Erträge,25969, -      , -      , -      , -      , -      
,,1.100.3.1.1.4  Hilfen zur Gesundheit,,,,-3750250.16,-3998500,-4061500,-4061500,-63000, -      
,,,Aufwand,,,-3750347.94,-4001000,-4064000,-4064000,-63000, -      
,,,,nein,,-3750347.94,-4001000,-4064000,-4064000,-63000, -      
,,,,,18   Transferaufwendungen,-14631.03,-32000,-32000,-32000, -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-3735716.91,-3969000,-4032000,-4032000,-63000, -      
,,,Ertrag,,,97.78,2500,2500,2500, -      , -      
,,,,nein,,97.78,2500,2500,2500, -      , -      
,,,,,  4   sonstige Transfererträge,97.78,2000,2000,2000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen, -      ,500,500,500, -      , -      
,,1.100.3.1.1.5  Hilfe zur Überw.bes.soz. Schwierigkeiten,,,,-191438.32,-313000,-353000,-360000,-40000,-7000
,,,Aufwand,,,-1291598.64,-1461700,-1504700,-1524200,-43000,-19500
,,,,nein,,-1291598.64,-1461700,-1504700,-1524200,-43000,-19500
,,,,,18   Transferaufwendungen,-1291598.64,-1456700,-1499700,-1519200,-43000,-19500
,,,,,19   sonstige ordentliche Aufwendungen, -      ,-5000,-5000,-5000, -      , -      
,,,Ertrag,,,1100160.32,1148700,1151700,1164200,3000,12500
,,,,nein,,1100160.32,1148700,1151700,1164200,3000,12500
,,,,,  4   sonstige Transfererträge,25981.54,12000,12000,12000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,1074178.78,1136700,1139700,1152200,3000,12500
,,1.100.3.1.1.6  Grundsicherung im Alter u. Erwerbminder.,,,,235152.34, -      , -      , -      , -      , -      
,,,Aufwand,,,-19214645.88,-19836000,-22785000,-23275000,-2949000,-490000
,,,,nein,,-19214645.88,-19836000,-22785000,-23275000,-2949000,-490000
,,,,,16   Abschreibungen,-2701.75, -      , -      , -      , -      , -      
,,,,,18   Transferaufwendungen,-19211934.01,-19836000,-22785000,-23275000,-2949000,-490000
,,,,,19   sonstige ordentliche Aufwendungen,-10.12, -      , -      , -      , -      , -      
,,,Ertrag,,,19449798.22,19836000,22785000,23275000,2949000,490000
,,,,nein,,19449798.22,19836000,22785000,23275000,2949000,490000
,,,,,  4   sonstige Transfererträge,553736.31,193000,2507000,2572000,2314000,65000
,,,,,  7   Kostenerstattungen und Kostenumlagen,18896061.91,19643000,20278000,20703000,635000,425000
,,1.100.3.1.1.7  Zahlungen Quotales System,,,,40445825.51,43129000,45435000,45270000,2306000,-165000
,,,Ertrag,,,40445825.51,43129000,45435000,45270000,2306000,-165000
,,,,nein,,40445825.51,43129000,45435000,45270000,2306000,-165000
,,,,,  7   Kostenerstattungen und Kostenumlagen,40397773.39,43129000,45435000,45270000,2306000,-165000
,,,,,11   sonstige ordentliche Erträge,48052.12, -      , -      , -      , -      , -      
,1.100.3.1.1.9  Verwaltung der Sozialhilfe,,,,,-4475772.76,-4689894.57,-4997018.12,-5346913.99,-307123.55,-349895.87
,,1.100.3.1.1.9  Verwaltung der Sozialhilfe,,,,-4475772.76,-4689894.57,-4997018.12,-5346913.99,-307123.55,-349895.87
,,,Aufwand,,,-4831075.87,-4963280.49,-5479459.75,-5581864.83,-516179.26,-102405.08
,,,,nein,,-4831075.87,-4963280.49,-5479459.75,-5581864.83,-516179.26,-102405.08
,,,,,  7   Kostenerstattungen und Kostenumlagen,-1376.13, -      , -      , -      , -      , -      
,,,,,13   Aufwendungen für aktives Personal,-3580563.2,-3822380.39,-4310484.84,-4276473.93,-488104.45,34010.91
,,,,,14   Aufwendungen für Versorgung,-268703.82,-389048.02,-429233.35,-468768.74,-40185.33,-39535.39
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-11273.84,-10473.8,-11723.24,-11723.24,-1249.44, -      
,,,,,16   Abschreibungen,-292849.24,-271662.44,-257081.16,-252381.84,14581.28,4699.32
,,,,,18   Transferaufwendungen,-69383.1,-41000,-27500,-25400,13500,2100
,,,,,19   sonstige ordentliche Aufwendungen,-413779.88,-428715.84,-443437.16,-547117.08,-14721.32,-103679.92
,,,,,24   außerordentliche Aufwendungen,-193146.66, -      , -      , -      , -      , -      
,,,Ertrag,,,355303.11,273385.92,482441.63,234950.84,209055.71,-247490.79
,,,,nein,,355303.11,273385.92,482441.63,234950.84,209055.71,-247490.79
,,,,,  3   Auflösungserträge aus Sonderposten,248.52,85.92,33.68,33.68,-52.24, -      
,,,,,  5   öffentlich-rechtliche Entgelte,3516,2500,2500,2500, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,279885.92,269800,249200,196600,-20600,-52600
,,,,,11   sonstige ordentliche Erträge,71520.76,1000,230707.95,35817.16,229707.95,-194890.79
,,,,,23   außerordentliche Erträge,131.91, -      , -      , -      , -      , -      
,1.100.3.1.2.1  Grundsich.Leist. Unterkunft u.Heizung,,,,,-25461003.66,-25714700,-28371000,-27615000,-2656300,756000
,,1.100.3.1.2.1  Grundsich.Leist. Unterkunft u.Heizung,,,,-25461003.66,-25714700,-28371000,-27615000,-2656300,756000
,,,Aufwand,,,-38666268.66,-40030000,-41060000,-42160000,-1030000,-1100000
,,,,nein,,-38666268.66,-40030000,-41060000,-42160000,-1030000,-1100000
,,,,,16   Abschreibungen,-450, -      , -      , -      , -      , -      
,,,,,18   Transferaufwendungen,-11568.95, -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-38654249.71,-40030000,-41060000,-42160000,-1030000,-1100000
,,,Ertrag,,,13205265,14315300,12689000,14545000,-1626300,1856000
,,,,nein,,13205265,14315300,12689000,14545000,-1626300,1856000
,,,,,  2   Zuwendungen und allgemeine Umlagen,12440100.68,13700300,12074000,13930000,-1626300,1856000
,,,,,  4   sonstige Transfererträge,757198.73,600000,600000,600000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,7965.59,15000,15000,15000, -      , -      
,1.100.3.1.2.2  Grundsich. Eingliederungsleistungen,,,,,-238874.39,-264500,-266500,-268600,-2000,-2100
,,1.100.3.1.2.2  Grundsich. Eingliederungsleistungen,,,,-238874.39,-264500,-266500,-268600,-2000,-2100
,,,Aufwand,,,-302502.62,-364500,-366500,-368600,-2000,-2100
,,,,nein,,-302502.62,-364500,-366500,-368600,-2000,-2100
,,,,,18   Transferaufwendungen,-273107.08,-334500,-336500,-338600,-2000,-2100
,,,,,19   sonstige ordentliche Aufwendungen,-29395.54,-30000,-30000,-30000, -      , -      
,,,Ertrag,,,63628.23,100000,100000,100000, -      , -      
,,,,nein,,63628.23,100000,100000,100000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,63628.23,100000,100000,100000, -      , -      
,1.100.3.1.2.3  Grundsich. Einmalige Leistungen,,,,,-863077.98,-833200,-908200,-933200,-75000,-25000
,,1.100.3.1.2.3  Grundsich. Einmalige Leistungen,,,,-863077.98,-833200,-908200,-933200,-75000,-25000
,,,Aufwand,,,-873840.86,-836200,-911200,-936200,-75000,-25000
,,,,nein,,-873840.86,-836200,-911200,-936200,-75000,-25000
,,,,,19   sonstige ordentliche Aufwendungen,-873840.86,-836200,-911200,-936200,-75000,-25000
,,,Ertrag,,,10762.88,3000,3000,3000, -      , -      
,,,,nein,,10762.88,3000,3000,3000, -      , -      
,,,,,  4   sonstige Transfererträge,10024.88,1000,1000,1000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,738,2000,2000,2000, -      , -      
,1.100.3.1.2.6  Leist.für Bildung u.Teilhabe nach §28 SG,,,,,-1515230.24,-1270000,-410500,-431500,859500,-21000
,,1.100.3.1.2.6  Leist.für Bildung u.Teilhabe nach §28 SG,,,,-1515230.24,-1270000,-410500,-431500,859500,-21000
,,,Aufwand,,,-1517938.92,-1270000,-1660000,-1710000,-390000,-50000
,,,,nein,,-1517938.92,-1270000,-1660000,-1710000,-390000,-50000
,,,,,19   sonstige ordentliche Aufwendungen,-1517938.92,-1270000,-1660000,-1710000,-390000,-50000
,,,Ertrag,,,2708.68, -      ,1249500,1278500,1249500,29000
,,,,nein,,2708.68, -      ,1249500,1278500,1249500,29000
,,,,,  2   Zuwendungen und allgemeine Umlagen, -      , -      ,1247500,1276500,1247500,29000
,,,,,  4   sonstige Transfererträge,2708.68, -      ,2000,2000,2000, -      
,1.100.3.1.2.9  Verwaltung der Grundsicherung f.Arbeits.,,,,,-2705947.16,-2740746.22,-2545329.52,-2695570.27,195416.7,-150240.75
,,1.100.3.1.2.91  Verwaltung SGB II,,,,-2640843.54,-2402525.18,-2922014.73,-3061841.91,-519489.55,-139827.18
,,,Aufwand,,,-7781677.71,-7502625.18,-8626449.72,-8262319.46,-1123824.54,364130.26
,,,,nein,,-7781677.71,-7502625.18,-8626449.72,-8262319.46,-1123824.54,364130.26
,,,,,13   Aufwendungen für aktives Personal,-5315398.22,-5193375.11,-6073296.77,-5975010.9,-879921.66,98285.87
,,,,,14   Aufwendungen für Versorgung,-473237.35,-678800.63,-695905.07,-755290.28,-17104.44,-59385.21
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-17060.07,-22129.8,-23000,-14973.6,-870.2,8026.4
,,,,,16   Abschreibungen,-4126.17,-2337.52,-1937,-1474.36,400.52,462.64
,,,,,18   Transferaufwendungen,-36707.27,-24000,-14600,-13500,9400,1100
,,,,,19   sonstige ordentliche Aufwendungen,-1663588.85,-1581982.12,-1817710.88,-1502070.32,-235728.76,315640.56
